,Image,Hex,R,G,B,H,S,V,Freq,Prop
11,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#8a5926,0.5411764705882353,0.34901960784313724,0.14901960784313725,0.085,0.7246376811594202,0.5411764705882353,38305,0.08224775458584106
12,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#444f0d,0.26666666666666666,0.30980392156862746,0.050980392156862744,0.19444444444444442,0.8354430379746836,0.30980392156862746,26963,0.057894431716434734
13,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#d7bf55,0.8431372549019608,0.7490196078431373,0.3333333333333333,0.1358974358974359,0.6046511627906976,0.8431372549019608,36705,0.07881226555471338
14,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#693919,0.4117647058823529,0.2235294117647059,0.09803921568627451,0.0666666666666667,0.761904761904762,0.4117647058823529,54391,0.11678730243254096
15,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#44270f,0.26666666666666666,0.15294117647058825,0.058823529411764705,0.07547169811320754,0.7794117647058822,0.26666666666666666,76128,0.16346056810105491
16,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#ab9937,0.6705882352941176,0.6,0.21568627450980393,0.14080459770114942,0.6783625730994152,0.6705882352941176,53508,0.11489134192348736
17,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11011.masked.jpg,#291609,0.1607843137254902,0.08627450980392157,0.03529411764705882,0.06770833333333331,0.7804878048780487,0.1607843137254902,114249,0.2453132414483163
18,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#5b351a,0.3568627450980392,0.20784313725490197,0.10196078431372549,0.06923076923076922,0.7142857142857142,0.3568627450980392,71632,0.11119131108327396
19,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#91943c,0.5686274509803921,0.5803921568627451,0.23529411764705882,0.17234848484848486,0.5945945945945946,0.5803921568627451,117147,0.18184231236699094
20,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#775131,0.4666666666666667,0.3176470588235294,0.19215686274509805,0.07619047619047618,0.5882352941176471,0.4666666666666667,71667,0.1112456400966746
21,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#3c240e,0.23529411764705882,0.1411764705882353,0.054901960784313725,0.07971014492753624,0.7666666666666667,0.23529411764705882,60776,0.0943400033839214
22,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#3c4310,0.23529411764705882,0.2627450980392157,0.06274509803921569,0.1895424836601307,0.7611940298507462,0.2627450980392157,42218,0.06553320822137676
23,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#576317,0.3411764705882353,0.38823529411764707,0.09019607843137255,0.1929824561403509,0.7676767676767676,0.38823529411764707,79384,0.12322441142275269
24,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#adad58,0.6784313725490196,0.6784313725490196,0.34509803921568627,0.16666666666666666,0.49132947976878616,0.6784313725490196,42783,0.06641023372341565
25,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#758025,0.4588235294117647,0.5019607843137255,0.1450980392156863,0.18681318681318682,0.7109374999999999,0.5019607843137255,128211,0.19901648963169585
26,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked.jpg,#211a07,0.12941176470588237,0.10196078431372549,0.027450980392156862,0.12179487179487176,0.787878787878788,0.12941176470588237,30405,0.047196390069898154
27,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#97a939,0.592156862745098,0.6627450980392157,0.2235294117647059,0.19345238095238093,0.6627218934911243,0.6627450980392157,34080,0.0798558470741783
28,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#495018,0.28627450980392155,0.3137254901960784,0.09411764705882353,0.1875,0.7,0.3137254901960784,62987,0.14759038261916868
29,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#977557,0.592156862745098,0.4588235294117647,0.3411764705882353,0.07812499999999999,0.423841059602649,0.592156862745098,51789,0.12135136338393838
30,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#bea977,0.7450980392156863,0.6627450980392157,0.4666666666666667,0.11737089201877932,0.3736842105263158,0.7450980392156863,31281,0.07329726385937123
31,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#68391d,0.40784313725490196,0.2235294117647059,0.11372549019607843,0.062222222222222234,0.7211538461538461,0.40784313725490196,60002,0.14059596643617508
32,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#37260e,0.21568627450980393,0.14901960784313725,0.054901960784313725,0.09756097560975609,0.7454545454545455,0.21568627450980393,64264,0.15058263369644936
33,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#bd5239,0.7411764705882353,0.3215686274509804,0.2235294117647059,0.031565656565656575,0.6984126984126985,0.7411764705882353,19725,0.0462193833197819
34,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#657822,0.396078431372549,0.47058823529411764,0.13333333333333333,0.20348837209302326,0.7166666666666667,0.47058823529411764,39611,0.09281601990772526
35,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked.jpg,#835534,0.5137254901960784,0.3333333333333333,0.20392156862745098,0.06962025316455696,0.6030534351145038,0.5137254901960784,63030,0.14769113970321182
36,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#c1b5ab,0.7568627450980392,0.7098039215686275,0.6705882352941176,0.0757575757575759,0.11398963730569953,0.7568627450980392,2178,0.009100747531558033
37,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#425312,0.25882352941176473,0.3254901960784314,0.07058823529411765,0.21025641025641026,0.7831325301204819,0.3254901960784314,33906,0.14167582452020508
38,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#a68162,0.6509803921568628,0.5058823529411764,0.3843137254901961,0.07598039215686271,0.40963855421686746,0.6509803921568628,48660,0.20332524099431307
39,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#79776b,0.4745098039215686,0.4666666666666667,0.4196078431372549,0.14285714285714293,0.11570247933884292,0.4745098039215686,28077,0.11731941618161382
40,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#8f6847,0.5607843137254902,0.40784313725490196,0.2784313725490196,0.07638888888888888,0.5034965034965034,0.5607843137254902,29490,0.12322362015869899
41,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#bb9779,0.7333333333333333,0.592156862745098,0.4745098039215686,0.07575757575757579,0.3529411764705882,0.7333333333333333,34602,0.1445840523815294
42,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#56482e,0.33725490196078434,0.2823529411764706,0.1803921568627451,0.10833333333333332,0.4651162790697675,0.33725490196078434,18477,0.07720592843920926
43,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#616e2c,0.3803921568627451,0.43137254901960786,0.17254901960784313,0.19949494949494953,0.6,0.43137254901960786,21489,0.08979153521838869
44,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked.jpg,#353211,0.20784313725490197,0.19607843137254902,0.06666666666666667,0.15277777777777776,0.6792452830188679,0.20784313725490197,22442,0.09377363457448365
45,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#374a07,0.21568627450980393,0.2901960784313726,0.027450980392156862,0.2139303482587065,0.9054054054054054,0.2901960784313726,95547,0.141387311292695
46,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#97a03e,0.592156862745098,0.6274509803921569,0.24313725490196078,0.18197278911564627,0.6124999999999999,0.6274509803921569,47973,0.07098886919154401
47,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#485517,0.2823529411764706,0.3333333333333333,0.09019607843137255,0.2016129032258064,0.7294117647058823,0.3333333333333333,143842,0.2128526655045562
48,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#74812f,0.4549019607843137,0.5058823529411764,0.1843137254901961,0.19308943089430897,0.6356589147286821,0.5058823529411764,85357,0.1263084840969425
49,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#807e68,0.5019607843137255,0.49411764705882355,0.40784313725490196,0.15277777777777782,0.1875,0.5019607843137255,25149,0.037214663900488616
50,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#36300f,0.21176470588235294,0.18823529411764706,0.058823529411764705,0.14102564102564102,0.7222222222222223,0.21176470588235294,79173,0.11715760407942206
51,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#596b1f,0.34901960784313724,0.4196078431372549,0.12156862745098039,0.20614035087719298,0.7102803738317757,0.4196078431372549,126180,0.18671701821001446
52,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#bec063,0.7450980392156863,0.7529411764705882,0.38823529411764707,0.17025089605734767,0.484375,0.7529411764705882,22032,0.03260222971313234
53,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked.jpg,#7d4929,0.49019607843137253,0.28627450980392155,0.1607843137254902,0.06349206349206347,0.6719999999999999,0.49019607843137253,50529,0.0747711540112048
54,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#788a2c,0.47058823529411764,0.5411764705882353,0.17254901960784313,0.19858156028368792,0.6811594202898551,0.5411764705882353,40701,0.07294373613296581
55,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#765330,0.4627450980392157,0.3254901960784314,0.18823529411764706,0.08333333333333333,0.5932203389830508,0.4627450980392157,107481,0.1926258741384069
56,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#bfb8a2,0.7490196078431373,0.7215686274509804,0.6352941176470588,0.1264367816091954,0.15183246073298434,0.7490196078431373,13401,0.024017075942062233
57,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#30240e,0.18823529411764706,0.1411764705882353,0.054901960784313725,0.10784313725490195,0.7083333333333334,0.18823529411764706,52432,0.09396786253221454
58,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#ae865e,0.6823529411764706,0.5254901960784314,0.3686274509803922,0.08333333333333333,0.45977011494252873,0.6823529411764706,79437,0.14236582804339956
59,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#4f5e17,0.30980392156862746,0.3686274509803922,0.09019607843137255,0.2018779342723005,0.7553191489361702,0.3686274509803922,36417,0.0652660140722394
60,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#8c6c4d,0.5490196078431373,0.4235294117647059,0.30196078431372547,0.08201058201058199,0.45000000000000007,0.5490196078431373,113109,0.20271229331622392
61,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#52371d,0.3215686274509804,0.21568627450980393,0.11372549019607843,0.08176100628930817,0.6463414634146342,0.3215686274509804,77305,0.13854488886658614
62,data_sarracenia/masked/10_14_19.10_30_20.p001.masked.jpg,#abb550,0.6705882352941176,0.7098039215686275,0.3137254901960784,0.1831683168316832,0.5580110497237569,0.7098039215686275,37695,0.06755642695590149
63,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#39280d,0.2235294117647059,0.1568627450980392,0.050980392156862744,0.10227272727272725,0.7719298245614035,0.2235294117647059,247105,0.18989978013262745
64,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#6c3c20,0.4235294117647059,0.23529411764705882,0.12549019607843137,0.06140350877192983,0.7037037037037037,0.4235294117647059,250275,0.19233591984255005
65,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#b07d4e,0.6901960784313725,0.49019607843137253,0.3058823529411765,0.07993197278911564,0.5568181818181818,0.6901960784313725,172221,0.1323515510986068
66,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#8f5d38,0.5607843137254902,0.36470588235294116,0.2196078431372549,0.07088122605363983,0.6083916083916084,0.5607843137254902,197826,0.15202895086913318
67,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#cca175,0.8,0.6313725490196078,0.4588235294117647,0.08429118773946358,0.42647058823529416,0.8,42882,0.03295474543877028
68,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#718323,0.44313725490196076,0.5137254901960784,0.13725490196078433,0.19791666666666666,0.732824427480916,0.5137254901960784,108635,0.0834858162105501
69,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#b0c151,0.6901960784313725,0.7568627450980392,0.3176470588235294,0.19196428571428573,0.5803108808290156,0.7568627450980392,46371,0.03563603611634757
70,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#92a134,0.5725490196078431,0.6313725490196078,0.20392156862745098,0.1896024464831804,0.6770186335403726,0.6313725490196078,88044,0.06766166707268995
71,data_sarracenia/masked/10_14_19.10_30_20.p005.masked.jpg,#4f6113,0.30980392156862746,0.3803921568627451,0.07450980392156863,0.20512820512820515,0.8041237113402061,0.3803921568627451,147880,0.11364553321872461
72,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#a47855,0.6431372549019608,0.47058823529411764,0.3333333333333333,0.07383966244725737,0.48170731707317077,0.6431372549019608,118290,0.1084546789818518
73,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#4b3614,0.29411764705882354,0.21176470588235294,0.0784313725490196,0.10303030303030303,0.7333333333333334,0.29411764705882354,158175,0.14502340728679014
74,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#606e19,0.3764705882352941,0.43137254901960786,0.09803921568627451,0.1941176470588235,0.7727272727272728,0.43137254901960786,103746,0.09511995203019018
75,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#724020,0.4470588235294118,0.25098039215686274,0.12549019607843137,0.06504065040650407,0.7192982456140351,0.4470588235294118,179406,0.16448913802872686
76,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#8e5b34,0.5568627450980392,0.3568627450980392,0.20392156862745098,0.07222222222222223,0.6338028169014085,0.5568627450980392,155877,0.14291647641942778
77,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#8b952d,0.5450980392156862,0.5843137254901961,0.17647058823529413,0.1826923076923077,0.697986577181208,0.5843137254901961,116337,0.10666406280084277
78,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#2f1e0a,0.1843137254901961,0.11764705882352941,0.0392156862745098,0.0900900900900901,0.7872340425531915,0.1843137254901961,117942,0.1081356137330084
79,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#afb04b,0.6862745098039216,0.6901960784313725,0.29411764705882354,0.16831683168316833,0.5738636363636364,0.6901960784313725,81462,0.0746887738542532
80,data_sarracenia/masked/10_14_19.10_30_20.p006.masked.jpg,#c6a981,0.7764705882352941,0.6627450980392157,0.5058823529411764,0.09661835748792269,0.3484848484848485,0.7764705882352941,59451,0.054507896864908874
81,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#7f902f,0.4980392156862745,0.5647058823529412,0.1843137254901961,0.19587628865979378,0.673611111111111,0.5647058823529412,119937,0.1367860295476163
82,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#c8be8a,0.7843137254901961,0.7450980392156863,0.5411764705882353,0.13978494623655915,0.31000000000000005,0.7843137254901961,111774,0.12747627226506633
83,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#8b683f,0.5450980392156862,0.40784313725490196,0.24705882352941178,0.08991228070175439,0.5467625899280575,0.5450980392156862,69720,0.0795144282419921
84,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#a3ae4b,0.6392156862745098,0.6823529411764706,0.29411764705882354,0.1851851851851852,0.5689655172413793,0.6823529411764706,101760,0.11605548218452548
85,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#b19273,0.6941176470588235,0.5725490196078431,0.45098039215686275,0.08333333333333331,0.3502824858757062,0.6941176470588235,107394,0.1224809596474541
86,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#a78051,0.6549019607843137,0.5019607843137255,0.3176470588235294,0.09108527131782945,0.5149700598802396,0.6549019607843137,97638,0.11135441400877259
87,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#586819,0.34509803921568627,0.40784313725490196,0.09803921568627451,0.20042194092827006,0.7596153846153847,0.40784313725490196,93391,0.10651078554142118
88,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#6b4425,0.4196078431372549,0.26666666666666666,0.1450980392156863,0.07380952380952381,0.6542056074766356,0.4196078431372549,51178,0.05836760482743362
89,data_sarracenia/masked/10_14_19.10_30_20.r004.masked.jpg,#32370a,0.19607843137254902,0.21568627450980393,0.0392156862745098,0.1851851851851852,0.8181818181818182,0.21568627450980393,124030,0.1414540237357183
90,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#a18057,0.6313725490196078,0.5019607843137255,0.3411764705882353,0.09234234234234234,0.45962732919254656,0.6313725490196078,54129,0.1138584704442098
91,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#b99e75,0.7254901960784313,0.6196078431372549,0.4588235294117647,0.10049019607843139,0.3675675675675676,0.7254901960784313,40254,0.08467289011918235
92,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#7b5836,0.4823529411764706,0.34509803921568627,0.21176470588235294,0.08212560386473432,0.5609756097560976,0.4823529411764706,71193,0.1497520014471841
93,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#7e932e,0.49411764705882355,0.5764705882352941,0.1803921568627451,0.2013201320132013,0.6870748299319727,0.5764705882352941,51162,0.10761748905146339
94,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#8f6c42,0.5607843137254902,0.4235294117647059,0.25882352941176473,0.0909090909090909,0.5384615384615384,0.5607843137254902,70296,0.14786519311914448
95,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#576a1c,0.3411764705882353,0.41568627450980394,0.10980392156862745,0.20726495726495728,0.7358490566037736,0.41568627450980394,40223,0.08460768269647417
96,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#9baf44,0.6078431372549019,0.6862745098039216,0.26666666666666666,0.19781931464174454,0.6114285714285714,0.6862745098039216,50136,0.10545933370634784
97,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#634526,0.38823529411764707,0.27058823529411763,0.14901960784313725,0.08469945355191255,0.6161616161616161,0.38823529411764707,47739,0.10041732750533229
98,data_sarracenia/masked/10_14_19.10_30_20.r005.masked.jpg,#39320f,0.2235294117647059,0.19607843137254902,0.058823529411764705,0.13888888888888887,0.736842105263158,0.2235294117647059,50274,0.10574961191066162
99,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#6a781d,0.41568627450980394,0.47058823529411764,0.11372549019607843,0.1923076923076923,0.7583333333333334,0.47058823529411764,257741,0.13316865139233913
100,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#d1d387,0.8196078431372549,0.8274509803921568,0.5294117647058824,0.17105263157894735,0.3601895734597156,0.8274509803921568,67245,0.03474389392016732
101,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#a4ad4b,0.6431372549019608,0.6784313725490196,0.29411764705882354,0.18197278911564627,0.5664739884393064,0.6784313725490196,219702,0.11351480380769724
102,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#815231,0.5058823529411764,0.3215686274509804,0.19215686274509805,0.06875000000000002,0.6201550387596899,0.5058823529411764,226280,0.11691350013020241
103,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#322a09,0.19607843137254902,0.16470588235294117,0.03529411764705882,0.13414634146341464,0.82,0.19607843137254902,236697,0.12229571654728001
104,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#4f4e13,0.30980392156862746,0.3058823529411765,0.07450980392156863,0.1638888888888889,0.7594936708860759,0.30980392156862746,294684,0.15225622181531098
105,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#8b9231,0.5450980392156862,0.5725490196078431,0.19215686274509805,0.1786941580756014,0.6643835616438356,0.5725490196078431,272880,0.14099061302602808
106,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#a87e52,0.6588235294117647,0.49411764705882355,0.3215686274509804,0.08527131782945736,0.5119047619047619,0.6588235294117647,167709,0.08665125593661002
107,data_sarracenia/masked/10_14_19.10_30_20.r007.masked.jpg,#bdbb6a,0.7411764705882353,0.7333333333333333,0.41568627450980394,0.1626506024096385,0.43915343915343913,0.7411764705882353,192510,0.0994653434243648
108,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#ab9076,0.6705882352941176,0.5647058823529412,0.4627450980392157,0.08176100628930817,0.3099415204678362,0.6705882352941176,182025,0.07082378932271796
109,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#819127,0.5058823529411764,0.5686274509803921,0.15294117647058825,0.19182389937106917,0.7310344827586207,0.5686274509803921,297921,0.11591756153722543
110,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#5d7416,0.36470588235294116,0.4549019607843137,0.08627450980392157,0.20744680851063832,0.810344827586207,0.4549019607843137,419187,0.1631007376724196
111,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#98785b,0.596078431372549,0.47058823529411764,0.3568627450980392,0.07923497267759562,0.4013157894736842,0.596078431372549,255705,0.0994918118322516
112,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#826144,0.5098039215686274,0.3803921568627451,0.26666666666666666,0.07795698924731183,0.4769230769230769,0.5098039215686274,295932,0.11514366500123925
113,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#694829,0.4117647058823529,0.2823529411764706,0.1607843137254902,0.08072916666666667,0.6095238095238096,0.4117647058823529,306266,0.11916450301173763
114,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#a6b343,0.6509803921568628,0.7019607843137254,0.2627450980392157,0.18601190476190474,0.6256983240223464,0.7019607843137254,262164,0.10200493286087643
115,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#3c3a10,0.23529411764705882,0.22745098039215686,0.06274509803921569,0.1590909090909091,0.7333333333333333,0.23529411764705882,422943,0.16456215315214012
116,data_sarracenia/masked/10_14_19.Calmag.f102-04005.masked.jpg,#bfac93,0.7490196078431373,0.6745098039215687,0.5764705882352941,0.09469696969696977,0.23036649214659694,0.7490196078431373,127968,0.04979084560939197
117,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#43510c,0.2627450980392157,0.3176470588235294,0.047058823529411764,0.20048309178743962,0.8518518518518519,0.3176470588235294,374346,0.0865046257996593
118,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#8c912e,0.5490196078431373,0.5686274509803921,0.1803921568627451,0.17508417508417504,0.6827586206896551,0.5686274509803921,621201,0.14354837516996083
119,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#663c1e,0.4,0.23529411764705882,0.11764705882352941,0.06944444444444442,0.7058823529411764,0.4,570945,0.13193511771779712
120,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#35250c,0.20784313725490197,0.1450980392156863,0.047058823529411764,0.10162601626016261,0.7735849056603774,0.20784313725490197,375729,0.08682421221832258
121,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#aab046,0.6666666666666666,0.6901960784313725,0.27450980392156865,0.17610062893081765,0.6022727272727272,0.6901960784313725,463326,0.10706630297439519
122,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#9e7852,0.6196078431372549,0.47058823529411764,0.3215686274509804,0.08333333333333331,0.48101265822784806,0.6196078431372549,438657,0.10136574089051612
123,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#bdad79,0.7411764705882353,0.6784313725490196,0.4745098039215686,0.12745098039215688,0.3597883597883598,0.7411764705882353,227202,0.052502294644350925
124,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#67731a,0.403921568627451,0.45098039215686275,0.10196078431372549,0.1891385767790262,0.7739130434782608,0.45098039215686275,641191,0.14816770453299713
125,data_sarracenia/masked/10_14_19.Calmag.f102-04006.masked.jpg,#855a31,0.5215686274509804,0.35294117647058826,0.19215686274509805,0.08134920634920635,0.6315789473684211,0.5215686274509804,614871,0.14208562605200084
126,data_sarracenia/masked/10_14_19.Calmag.f102-04033.masked.jpg,#aaba4f,0.6666666666666666,0.7294117647058823,0.30980392156862746,0.19158878504672897,0.575268817204301,0.7294117647058823,65616,0.041058654505589126
127,data_sarracenia/masked/10_14_19.Calmag.f102-04033.masked.jpg,#3b2d13,0.23137254901960785,0.17647058823529413,0.07450980392156863,0.10833333333333334,0.6779661016949152,0.23137254901960785,206696,0.12933826584502636
128,data_sarracenia/masked/10_14_19.Calmag.f102-04033.masked.jpg,#879630,0.5294117647058824,0.5882352941176471,0.18823529411764706,0.19117647058823528,0.68,0.5882352941176471,278730,0.17441292932124566
