,Image,Hex,R,G,B,H,S,V,Freq,Prop,Date,Treatment,Name,SqIn,SqCm,HScaled,HBin
26,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11018.masked,#211a07,0.1294117647058823,0.1019607843137254,0.0274509803921568,0.1217948717948717,0.787878787878788,0.1294117647058823,30405,0.0471963900698981,2019-10-14,10_30_20,f1bcp11018,0.522979806666896,3.3740565292349434,43,40
27,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#97a939,0.592156862745098,0.6627450980392157,0.2235294117647059,0.1934523809523809,0.6627218934911243,0.6627450980392157,34080,0.0798558470741783,2019-10-14,10_30_20,f1bcp11021,0.586191475454952,3.7818729326205185,69,65
28,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#495018,0.2862745098039215,0.3137254901960784,0.0941176470588235,0.1875,0.7,0.3137254901960784,62987,0.1475903826191686,2019-10-14,10_30_20,f1bcp11021,1.08340500189205,6.989695727904008,67,65
29,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#977557,0.592156862745098,0.4588235294117647,0.3411764705882353,0.0781249999999999,0.423841059602649,0.592156862745098,51789,0.1213513633839383,2019-10-14,10_30_20,f1bcp11021,0.890794316969968,5.747048629914437,28,25
30,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#bea977,0.7450980392156863,0.6627450980392157,0.4666666666666667,0.1173708920187793,0.3736842105263158,0.7450980392156863,31281,0.0732972638593712,2019-10-14,10_30_20,f1bcp11021,0.5380474044514775,3.4712666433480766,42,40
31,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#68391d,0.4078431372549019,0.2235294117647059,0.1137254901960784,0.0622222222222222,0.7211538461538461,0.4078431372549019,60002,0.140595966436175,2019-10-14,10_30_20,f1bcp11021,1.0320616464274657,6.658448934950011,22,20
32,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#37260e,0.2156862745098039,0.1490196078431372,0.0549019607843137,0.097560975609756,0.7454545454545455,0.2156862745098039,64264,0.1505826336964493,2019-10-14,10_30_20,f1bcp11021,1.1053699817675187,7.131404992427377,35,35
33,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#bd5239,0.7411764705882353,0.3215686274509804,0.2235294117647059,0.0315656565656565,0.6984126984126985,0.7411764705882353,19725,0.0462193833197819,2019-10-14,10_30_20,f1bcp11021,0.33927895696446386,2.1888921242940063,11,10
34,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#657822,0.396078431372549,0.4705882352941176,0.1333333333333333,0.2034883720930232,0.7166666666666667,0.4705882352941176,39611,0.0928160199077252,2019-10-14,10_30_20,f1bcp11021,0.6813271870377378,4.395650491022047,73,70
35,data_sarracenia/masked/10_14_19.10_30_20.f1bcp11021.masked,#835534,0.5137254901960784,0.3333333333333333,0.2039215686274509,0.0696202531645569,0.6030534351145038,0.5137254901960784,63030,0.1476911397032118,2019-10-14,10_30_20,f1bcp11021,1.0841446214180055,6.994467457249744,25,25
36,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#c1b5ab,0.7568627450980392,0.7098039215686275,0.6705882352941176,0.0757575757575759,0.1139896373056995,0.7568627450980392,2178,0.009100747531558,2019-10-14,10_30_20,f1bcr11068,0.037462589012349924,0.24169363988402257,27,25
37,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#425312,0.2588235294117647,0.3254901960784314,0.0705882352941176,0.2102564102564102,0.7831325301204819,0.3254901960784314,33906,0.141675824520205,2019-10-14,10_30_20,f1bcr11068,0.5831985964429461,3.762564074337773,75,75
38,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#a68162,0.6509803921568628,0.5058823529411764,0.3843137254901961,0.0759803921568627,0.4096385542168674,0.6509803921568628,48660,0.203325240994313,2019-10-14,10_30_20,f1bcr11068,0.8369740961161375,5.399822092174719,27,25
39,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#79776b,0.4745098039215686,0.4666666666666667,0.4196078431372549,0.1428571428571429,0.1157024793388429,0.4745098039215686,28077,0.1173194161816138,2019-10-14,10_30_20,f1bcr11068,0.4829371495407479,3.115717321865795,51,50
40,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#8f6847,0.5607843137254902,0.4078431372549019,0.2784313725490196,0.0763888888888888,0.5034965034965034,0.5607843137254902,29490,0.1232236201586989,2019-10-14,10_30_20,f1bcr11068,0.5072413911727269,3.272518567575678,27,25
41,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#bb9779,0.7333333333333333,0.592156862745098,0.4745098039215686,0.0757575757575757,0.3529411764705882,0.7333333333333333,34602,0.1445840523815294,2019-10-14,10_30_20,f1bcr11068,0.5951701124909697,3.839799507468755,27,25
42,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#56482e,0.3372549019607843,0.2823529411764706,0.1803921568627451,0.1083333333333333,0.4651162790697675,0.3372549019607843,18477,0.0772059284392092,2019-10-14,10_30_20,f1bcr11068,0.3178127902576628,2.050401002817762,38,35
43,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#616e2c,0.3803921568627451,0.4313725490196078,0.1725490196078431,0.1994949494949495,0.6,0.4313725490196078,21489,0.0897915352183886,2019-10-14,10_30_20,f1bcr11068,0.36962055798273075,2.384643997919082,71,70
44,data_sarracenia/masked/10_14_19.10_30_20.f1bcr11068.masked,#353211,0.2078431372549019,0.196078431372549,0.0666666666666666,0.1527777777777777,0.6792452830188679,0.2078431372549019,22442,0.0937736345744836,2019-10-14,10_30_20,f1bcr11068,0.38601259073239536,2.4903988366745797,54,50
45,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#374a07,0.2156862745098039,0.2901960784313726,0.0274509803921568,0.2139303482587065,0.9054054054054054,0.2901960784313726,95547,0.141387311292695,2019-10-14,10_30_20,f210239,1.64345178712718,10.602893576675255,77,75
46,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#97a03e,0.592156862745098,0.6274509803921569,0.2431372549019607,0.1819727891156462,0.6124999999999999,0.6274509803921569,47973,0.070988869191544,2019-10-14,10_30_20,f210239,0.8251573841549417,5.323585393092844,65,65
47,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#485517,0.2823529411764706,0.3333333333333333,0.0901960784313725,0.2016129032258064,0.7294117647058823,0.3333333333333333,143842,0.2128526655045562,2019-10-14,10_30_20,f210239,2.474147717499742,15.962211454636169,72,70
48,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#74812f,0.4549019607843137,0.5058823529411764,0.1843137254901961,0.1930894308943089,0.6356589147286821,0.5058823529411764,85357,0.1263084840969425,2019-10-14,10_30_20,f210239,1.4681791599298222,9.472104692185727,69,65
49,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#807e68,0.5019607843137255,0.4941176470588235,0.4078431372549019,0.1527777777777778,0.1875,0.5019607843137255,25149,0.0372146639004886,2019-10-14,10_30_20,f210239,0.4325742199594069,2.790795844556145,55,55
50,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#36300f,0.2117647058823529,0.188235294117647,0.0588235294117647,0.141025641025641,0.7222222222222223,0.2117647058823529,79173,0.117157604079422,2019-10-14,10_30_20,f210239,1.3618115518249683,8.785863429998953,50,50
51,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#596b1f,0.3490196078431372,0.4196078431372549,0.1215686274509803,0.2061403508771929,0.7102803738317757,0.4196078431372549,126180,0.1867170182100144,2019-10-14,10_30_20,f210239,2.1703532973270496,14.002251368487588,74,70
52,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#bec063,0.7450980392156863,0.7529411764705882,0.388235294117647,0.1702508960573476,0.484375,0.7529411764705882,22032,0.0326022297131323,2019-10-14,10_30_20,f210239,0.3789604045546802,2.4449009522152365,61,60
53,data_sarracenia/masked/10_14_19.10_30_20.f210239.masked,#7d4929,0.4901960784313725,0.2862745098039215,0.1607843137254902,0.0634920634920634,0.6719999999999999,0.4901960784313725,50529,0.0747711540112048,2019-10-14,10_30_20,f210239,0.8691217448140631,5.607225863039384,22,20
54,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#788a2c,0.4705882352941176,0.5411764705882353,0.1725490196078431,0.1985815602836879,0.6811594202898551,0.5411764705882353,40701,0.0729437361329658,2019-10-14,10_30_20,p001,0.7000756819980047,4.516608281413959,71,70
55,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#765330,0.4627450980392157,0.3254901960784314,0.188235294117647,0.0833333333333333,0.5932203389830508,0.4627450980392157,107481,0.1926258741384069,2019-10-14,10_30_20,p001,1.8487220062609653,11.92721492579184,29,25
56,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#bfb8a2,0.7490196078431373,0.7215686274509804,0.6352941176470588,0.1264367816091954,0.1518324607329843,0.7490196078431373,13401,0.0240170759420622,2019-10-14,10_30_20,p001,0.23050328528673156,1.4871149991211141,45,45
57,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#30240e,0.188235294117647,0.1411764705882353,0.0549019607843137,0.1078431372549019,0.7083333333333334,0.188235294117647,52432,0.0939678625322145,2019-10-14,10_30_20,p001,0.9018542089511163,5.818402629200675,38,35
58,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#ae865e,0.6823529411764706,0.5254901960784314,0.3686274509803922,0.0833333333333333,0.4597701149425287,0.6823529411764706,79437,0.1423658280433995,2019-10-14,10_30_20,p001,1.366352471705253,8.815159628772774,29,25
59,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#4f5e17,0.3098039215686274,0.3686274509803922,0.0901960784313725,0.2018779342723005,0.7553191489361702,0.3686274509803922,36417,0.0652660140722394,2019-10-14,10_30_20,p001,0.626388936667928,4.041210874038774,72,70
60,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#8c6c4d,0.5490196078431373,0.4235294117647059,0.3019607843137254,0.0820105820105819,0.45,0.5490196078431373,113109,0.2027122933162239,2019-10-14,10_30_20,p001,1.9455261618906738,12.551756617833751,29,25
61,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#52371d,0.3215686274509804,0.2156862745098039,0.1137254901960784,0.0817610062893081,0.6463414634146342,0.3215686274509804,77305,0.1385448888665861,2019-10-14,10_30_20,p001,1.3296811035811344,8.57857062958419,29,25
62,data_sarracenia/masked/10_14_19.10_30_20.p001.masked,#abb550,0.6705882352941176,0.7098039215686275,0.3137254901960784,0.1831683168316832,0.5580110497237569,0.7098039215686275,37695,0.0675564269559014,2019-10-14,10_30_20,p001,0.6483711169974887,4.183031109012044,65,65
63,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#39280d,0.2235294117647059,0.1568627450980392,0.0509803921568627,0.1022727272727272,0.7719298245614035,0.2235294117647059,247105,0.1898997801326274,2019-10-14,10_30_20,p005,4.250318208400702,27.42135302274628,36,35
64,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#6c3c20,0.4235294117647059,0.2352941176470588,0.1254901960784313,0.0614035087719298,0.7037037037037037,0.4235294117647059,250275,0.19233591984255,2019-10-14,10_30_20,p005,4.304843647872304,27.773129348931935,22,20
65,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#b07d4e,0.6901960784313725,0.4901960784313725,0.3058823529411765,0.0799319727891156,0.5568181818181818,0.6901960784313725,172221,0.1323515510986068,2019-10-14,10_30_20,p005,2.9622794041762703,19.111441852372018,28,25
66,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#8f5d38,0.5607843137254902,0.3647058823529411,0.2196078431372549,0.0708812260536398,0.6083916083916084,0.5607843137254902,197826,0.1520289508691331,2019-10-14,10_30_20,p005,3.402697031201624,21.952840222082944,25,25
67,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#cca175,0.8,0.6313725490196078,0.4588235294117647,0.0842911877394635,0.4264705882352941,0.8,42882,0.0329547454387702,2019-10-14,10_30_20,p005,0.7375898723726306,4.758634832647684,30,30
68,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#718323,0.4431372549019607,0.5137254901960784,0.1372549019607843,0.1979166666666666,0.732824427480916,0.5137254901960784,108635,0.0834858162105501,2019-10-14,10_30_20,p005,1.8685713302831195,12.055274824977408,71,70
69,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#b0c151,0.6901960784313725,0.7568627450980392,0.3176470588235294,0.1919642857142857,0.5803108808290156,0.7568627450980392,46371,0.0356360361163475,2019-10-14,10_30_20,p005,0.7976022566995769,5.145810732351704,69,65
70,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#92a134,0.5725490196078431,0.6313725490196078,0.2039215686274509,0.1896024464831804,0.6770186335403726,0.6313725490196078,88044,0.0676616670726899,2019-10-14,10_30_20,p005,1.514396780074994,9.770282291069277,68,65
71,data_sarracenia/masked/10_14_19.10_30_20.p005.masked,#4f6113,0.3098039215686274,0.3803921568627451,0.0745098039215686,0.2051282051282051,0.8041237113402061,0.3803921568627451,147880,0.1136455332187246,2019-10-14,10_30_20,p005,2.5436031511231896,16.41031013133575,73,70
72,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#a47855,0.6431372549019608,0.4705882352941176,0.3333333333333333,0.0738396624472573,0.4817073170731707,0.6431372549019608,118290,0.1084546789818518,2019-10-14,10_30_20,p006,2.034641714541264,13.126694518769986,26,25
73,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#4b3614,0.2941176470588235,0.2117647058823529,0.0784313725490196,0.103030303030303,0.7333333333333334,0.2941176470588235,158175,0.1450234072867901,2019-10-14,10_30_20,p006,2.7206818260002064,17.552750913064862,37,35
74,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#606e19,0.3764705882352941,0.4313725490196078,0.0980392156862745,0.1941176470588235,0.7727272727272728,0.4313725490196078,103746,0.0951199520301901,2019-10-14,10_30_20,p006,1.78447831022739,11.512740295412216,69,65
75,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#724020,0.4470588235294118,0.2509803921568627,0.1254901960784313,0.065040650406504,0.7192982456140351,0.4470588235294118,179406,0.1644891380287268,2019-10-14,10_30_20,p006,3.085864666827204,19.90876453490953,23,20
76,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#8e5b34,0.5568627450980392,0.3568627450980392,0.2039215686274509,0.0722222222222222,0.6338028169014085,0.5568627450980392,155877,0.1429164764194277,2019-10-14,10_30_20,p006,2.681155182496818,17.29774081919274,25,25
77,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#8b952d,0.5450980392156862,0.5843137254901961,0.1764705882352941,0.1826923076923077,0.697986577181208,0.5843137254901961,116337,0.1066640628008427,2019-10-14,10_30_20,p006,2.0010492276996112,12.909969230113653,65,65
78,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#2f1e0a,0.1843137254901961,0.1176470588235294,0.0392156862745098,0.0900900900900901,0.7872340425531915,0.1843137254901961,117942,0.1081356137330084,2019-10-14,10_30_20,p006,2.028655956517252,13.088076802204496,32,30
79,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#afb04b,0.6862745098039216,0.6901960784313725,0.2941176470588235,0.1683168316831683,0.5738636363636364,0.6901960784313725,81462,0.0746887738542532,2019-10-14,10_30_20,p006,1.4011833912415288,9.039874789821969,60,60
80,data_sarracenia/masked/10_14_19.10_30_20.p006.masked,#c6a981,0.7764705882352941,0.6627450980392157,0.5058823529411764,0.0966183574879226,0.3484848484848485,0.7764705882352941,59451,0.0545078968649088,2019-10-14,10_30_20,p006,1.0225841962227802,6.597304217054649,34,30
81,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#7f902f,0.4980392156862745,0.5647058823529412,0.1843137254901961,0.1958762886597937,0.673611111111111,0.5647058823529412,119937,0.1367860295476163,2019-10-14,10_30_20,r004,2.062970862430768,13.309462849756665,70,70
82,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#c8be8a,0.7843137254901961,0.7450980392156863,0.5411764705882353,0.1397849462365591,0.31,0.7843137254901961,111774,0.1274762722650663,2019-10-14,10_30_20,r004,1.92256355567787,12.403611067216135,50,50
83,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#8b683f,0.5450980392156862,0.4078431372549019,0.2470588235294117,0.0899122807017543,0.5467625899280575,0.5450980392156862,69720,0.0795144282419921,2019-10-14,10_30_20,r004,1.1992156592934053,7.736859767086343,32,30
84,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#a3ae4b,0.6392156862745098,0.6823529411764706,0.2941176470588235,0.1851851851851852,0.5689655172413793,0.6823529411764706,101760,0.1160554821845254,2019-10-14,10_30_20,r004,1.7503182084007018,11.292352981909154,66,65
85,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#b19273,0.6941176470588235,0.5725490196078431,0.4509803921568627,0.0833333333333333,0.3502824858757062,0.6941176470588235,107394,0.1224809596474541,2019-10-14,10_30_20,r004,1.8472255667549624,11.917560496650468,29,25
86,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#a78051,0.6549019607843137,0.5019607843137255,0.3176470588235294,0.0910852713178294,0.5149700598802396,0.6549019607843137,97638,0.1113544140087725,2019-10-14,10_30_20,r004,1.6794179366335271,10.834932787417905,32,30
87,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#586819,0.3450980392156862,0.4078431372549019,0.0980392156862745,0.20042194092827,0.7596153846153847,0.4078431372549019,93391,0.1065107855414211,2019-10-14,10_30_20,r004,1.606367608104854,10.36364128668905,72,70
88,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#6b4425,0.4196078431372549,0.2666666666666666,0.1450980392156863,0.0738095238095238,0.6542056074766356,0.4196078431372549,51178,0.0583676048274336,2019-10-14,10_30_20,r004,0.8802848395197633,5.679245685025027,26,25
89,data_sarracenia/masked/10_14_19.10_30_20.r004.masked,#32370a,0.196078431372549,0.2156862745098039,0.0392156862745098,0.1851851851851852,0.8181818181818182,0.2156862745098039,124030,0.1414540237357183,2019-10-14,10_30_20,r004,2.133372321029275,13.763664901200789,66,65
90,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#a18057,0.6313725490196078,0.5019607843137255,0.3411764705882353,0.0923423423423423,0.4596273291925465,0.6313725490196078,54129,0.1138584704442098,2019-10-14,10_30_20,r005,0.93104337954522,6.006719482682396,33,30
91,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#b99e75,0.7254901960784313,0.6196078431372549,0.4588235294117647,0.1004901960784313,0.3675675675675676,0.7254901960784313,40254,0.0846728901191823,2019-10-14,10_30_20,r005,0.6923870790188861,4.467004490308285,36,35
92,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#7b5836,0.4823529411764706,0.3450980392156862,0.2117647058823529,0.0821256038647343,0.5609756097560976,0.4823529411764706,71193,0.1497520014471841,2019-10-14,10_30_20,r005,1.2245519281709036,7.900319239790275,29,25
93,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#7e932e,0.4941176470588235,0.5764705882352941,0.1803921568627451,0.2013201320132013,0.6870748299319727,0.5764705882352941,51162,0.1076174890514633,2019-10-14,10_30_20,r005,0.8800096322542915,5.677470157826613,72,70
94,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#8f6c42,0.5607843137254902,0.4235294117647059,0.2588235294117647,0.0909090909090909,0.5384615384615384,0.5607843137254902,70296,0.1478651931191444,2019-10-14,10_30_20,r005,1.2091231208503905,7.800778746229224,32,30
95,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#576a1c,0.3411764705882353,0.4156862745098039,0.1098039215686274,0.2072649572649572,0.7358490566037736,0.4156862745098039,40223,0.0846076826964741,2019-10-14,10_30_20,r005,0.6918538649420345,4.4635644063613595,74,70
96,data_sarracenia/masked/10_14_19.10_30_20.r005.masked,#9baf44,0.6078431372549019,0.6862745098039216,0.2666666666666666,0.1978193146417445,0.6114285714285714,0.6862745098039216,50136,0.1054593337063478,2019-10-14,10_30_20,r005,0.8623619663559118,5.563614476228355,71,70
